날짜,번호,뉴스 제목
2023.11.13,115,'빈대 공포'…빈대 출몰에 제주공항도 '긴장'
2023.11.13,116,빈대 퇴치에 특교세 22억원 긴급 지원… 신규 방제약품 구입 등에 사용
2023.11.13,117,인천 부평구 긴급 방역반·상황실 꾸려 빈대 확산 막는다
2023.11.13,118,"경산시, 외국인 근로자 '주말 무료 건강검진'"
2023.11.13,119,"여수시, 빈대 집중 점검 및 방제 기간 운영"
2023.11.13,120,"서울시, 어린이집 빈대 예방·관리 강화"
2023.11.13,121,"서울시, 어린이집 빈대 예방·관리 강화"
2023.11.13,122,빈대 총력 대응 나선 마포구…30일까지 숙박·목욕업소 점검
2023.11.13,123,"인천시 부평구, 고시원등 빈대 긴급 방역"
2023.11.13,124,"여수시, 빈대 집중 방제 기간 운영"
2023.11.13,125,"英 호텔 사망, 긴급승인 '빈대 살충제' 안전할까 ""가정용 아냐, 스팀 다..."
2023.11.13,126,내성 덜한 '전문 방역업자용' 빈대 살충제 8개 긴급 승인
2023.11.13,127,"英 호텔 사망, 긴급승인 '빈대 살충제' 안전할까 ""가정용 아냐, 스팀 다..."
2023.11.13,128,"LG 스타일러·삼성 에어드레서, 빈대 박멸에 쓸 수 있을까?"
2023.11.13,129,"[애니멀리포트] 한국은 빈대, 미국은 지금 진드기와 전쟁 중"
2023.11.13,130,"""수능 최종 점검""…비상교육 기출탭탭, 추천문제 제공[중기소식]"
2023.11.13,131,규조토? NO!…빈대 관련한 9가지 팩트체크
2023.11.13,132,빈대 총력 퇴치···재난안전특별교부세 22억 지원
2023.11.13,133,"당진시 보건소, 빈대 예방수칙 홍보"
2023.11.13,134,"부평, 빈대 확산 방지 총력 대응에 나섰다"
2023.11.13,135,[경남도] “빈대 확산 막는다” 목욕장·숙박업소 위생점검 外
2023.11.13,136,"인천지역 공공기관 빈대 집중 점검 나서 …교육청, 부평구 등 상황실 운..."
2023.11.13,137,"청양군, '빈대를 막아라!' 집중 방제 추진"
2023.11.13,138,"빈대 포비아에 빠진 대한민국, 올바른 빈대 퇴치 방법은?"
2023.11.13,139,'돌아온 불청객' 빈대···크몽·코드포체인 '빈대 공포' 해결사 될까
2023.11.13,140,바퀴벌레보다 질긴 빈대의 생존력…“1년 굶고도 살아남는다”
2023.11.13,141,"여수시, 빈대 집중 점검 및 방제 기간 운영"
2023.11.13,142,[건강 돋보기] 우리 집에 '빈대'가?…피해 예방하려면
2023.11.13,143,사설-빈대 박멸대책 철저히 세워야
2023.11.13,144,광주 남구 '빈대 NO'…내달 8일까지 특별 점검
2023.11.13,145,"[소셜] 정책ㅣ서울시, 전국 최초 온라인 빈대 신고센터 운영"
2023.11.13,146,11월 놓치면 아까운 정책모음.zip
2023.11.13,147,"여수시, 내달 8일까지 빈대 집중 점검·방제 기간 운영"
2023.11.13,148,청양군 '빈대를 막아라!' 집중 방제 추진
2023.11.13,149,전국 비상 걸린 '빈대와의 전쟁'…방역 현장 따라가보니 [보니보니]
2023.11.13,150,"당진시보건소, 침대 속 흡혈귀 빈대! 바로 알고 예방하세요"
2023.11.13,151,"""빈대 잡아와서 뿌리겠다"" 빈대 유포설, '적발 시 강력 처벌'"
2023.11.13,152,"부평구, 빈대 확산 방지 '총력 대응'"
2023.11.13,153,[조창원 컨틴전시 플랜]사회적 빈대 퇴치법
2023.11.13,154,"""의사도 헷갈리는데 겁이나죠""…일상 덮친 빈대 공포"
2023.11.13,155,충남 청양군 '빈대를 막아라!' 집중 방제 추진
2023.11.13,156,"[간추린 경남] 경남도, 겨울철 수도시설 동파·제설대책 추진 외"
2023.11.13,157,당진 주택서도 빈대 발견…충남 3곳으로 늘어
2023.11.13,158,빈대 퇴치 대책 제대로 세워라
2023.11.13,159,빈대
2023.11.13,160,"""코로나 뒤 이제 빈대냐"" 불안 커지자 특교세 22억 풀었다"
2023.11.13,161,살충제도 안 먹히는 '슈퍼 빈대'까지 출현…지구촌이 '빈대 포비아'
2023.11.13,162,'빈대 비상'…지자체에 '빈대 방제' 특교세 22억 긴급지원
2023.11.13,163,"경산시, 외국인 근로자·가족 대상 찾아가는 '주말 무료 건강검진'"
2023.11.13,164,빈대 전문가 “1년 굶고도 생존 가능… 바퀴벌레보다 생존력 높아”
2023.11.13,165,프랑스 파리가 빈대와 싸우는 방법
2023.11.13,166,해외여행 '빈대주의보'… 투숙 전 '이곳'부터 확인하세요
2023.11.13,167,당진 주택서도 빈대 발견…충남 3곳으로 늘어
2023.11.13,168,“층간소음 내는 윗집에 빈대 푼다” 중고거래 올라온 구매글 ‘논란’
2023.11.13,169,"“빈대, 피 빨아먹지 않고도 1년 살아남아…바퀴벌레 능가하는 생존력”"
2023.11.14,1,서울 어린이집 매일 빈대점검표 작성한다
2023.11.14,2,빈대신고 13건? 실제는 300건 이었다…고시원 현장 가보니
2023.11.14,3,빈대 무서워 서울 당일치기 여행?…'이것' 보고 안심하세요
2023.11.14,4,"서울시, 예약플랫폼서 빈대없는 숙박시설에 '안심마크' 안내"
2023.11.14,5,빈대 제로 서울…온라인 숙박예약플랫폼에 '안심마크' 표기
2023.11.14,6,온라인 숙박플랫폼에 '빈대 안심마크'…빈대제로 서울
2023.11.14,7,서울 숙박시설 '빈대 안심마크' 확인하세요…온라인 표기
2023.11.14,8,서울 내 숙박업소 ‘빈대 안심 마크’ 표기…“안심 이용”
2023.11.14,9,"조국 신당이 만들 균열, 민주당이 속앓이 하는 이유: 슬로우레터 11월14..."
2023.11.14,10,"“몸을 기어다녀…” 새벽 서울 찜질방서 일어난 일, 정체가 소름 돋는..."
2023.11.14,11,빈대 출현 알리는 '빈대지도' 등장
2023.11.14,12,서울 숙박업소에 ‘빈대 안심 마크’ 온라인 표기된다
2023.11.14,13,"투/행안부, 빈대 방제 위해 특별교부세 22억 원"
2023.11.14,14,"""이곳은 빈대안심 숙소입니다"""
2023.11.14,15,"수원시에서도 빈대 출몰...市 ""의심신고 10건중 2건서 빈대 확인"""
2023.11.14,16,“서울 숙박시설 ‘빈대 안심마크’ 확인하세요”
2023.11.14,17,'수원 빈대 출현'…신고된 10건 중 2건서 확인
2023.11.14,18,"옥천군, 주민불안 '빈대' 대책 철저 당부"
2023.11.14,19,수원에서도 빈대 출몰 2건 확인…신고센터 운영
2023.11.14,20,빈대가 뭐길래...전국 살충제 소비 80% 넘게 폭증 [앵커리포트]
2023.11.14,21,"코로나19에 놀란 가슴, 빈대에 또 한번 놀랐지만… ‘빈대 포비아’ 경..."
2023.11.14,22,11월 14일 오늘의 안전 상황
2023.11.14,23,수원은 ‘빈대와 전쟁중’
2023.11.14,24,'빈대 없어요' 숙박시설에 빈대 안심마크 도입
2023.11.14,25,수원시에서도 빈대 확인...지난 13일 현재 2건
2023.11.14,26,수원에서도 빈대 출몰 2건 확인…신고센터 운영
2023.11.14,27,서울 숙박시설 '빈대 안심마크' 온라인 표기
2023.11.14,28,"[뉴스라이더] ""벌레 때문에 스트레스""...직접 '빈대 지도' 만든 직장인"
2023.11.14,29,"수원시, 빈대신고센터 운영… 의심 신고 10건 중 2건 빈대 확인"
2023.11.14,30,"수원시, '빈대 신고센터' 운영"
2023.11.14,31,"'빈대와의 전쟁 선포' 사천시보건소, 숙박시설·목욕탕 특별 점검"
2023.11.14,32,"""빈대 신고하세요"" 수원시 의심신고 10건 중 2건서 빈대 확인"
2023.11.14,33,수원시 4개 구 보건소 ‘빈대 신고센터’ 운영
2023.11.14,34,"수원서도 빈대 2건 발생 확인… ""의심되면 즉시 신고"""
2023.11.14,35,"""의뢰받은 곳 100% 다 빈대""…방역 업체가 공개한 사진 보니"
2023.11.14,36,"수원에도 빈대 퍼졌다…가정집 2곳서 발견 ""소독 완료"""
2023.11.14,37,"""옥천군, '침대 속 흡혈귀 빈대' 주의보 발령! 예방법과 대처 요령 소개..."
2023.11.14,38,"포천시, 빈대 확산 대비 숙박업·목욕장업 특별 점검 나서"
2023.11.14,39,수원시 '빈대 신고센터' 운영…소독업체 연계·현장 조사
2023.11.14,40,"옥천군, 흡혈 빈대 방제 방법 안내"
2023.11.14,41,"[서울] 서울시, 빈대 없는 숙박 시설에 '안심마크' 표기"
2023.11.14,42,"""빈대 제로도시 서울""…숙박업소에 '빈대 안심 마크' 표기"
2023.11.14,43,"서울시, 어린이집 '빈대 제로'…예방·관리 강화"
2023.11.14,44,"화성시, 빈대 확산 방지 위한 현장점검반 운영"
2023.11.14,45,"‘빈대와의 전쟁’ 광주 서구, 선제적 총력 대응 눈길"
2023.11.14,46,"포천시, 빈대 확산 대비 숙박업·목욕장업 특별 점검 실시"
2023.11.14,47,"화성시, 빈대 예방·대응 위한 현장점검반 운영"
2023.11.14,48,"수원시, 4개 보건소에 ‘빈대 신고센터’ 설치"
2023.11.14,49,"사천시보건소, 빈대와의 전쟁 선포"
2023.11.14,50,"수원시, ‘빈대 신고센터’ 운영으로 ‘빈대 제로’ 도전"
2023.11.14,51,"경산시 보건소, 외국인 근로자·가족 대상 무료 ‘찾아가는 무료 건강검..."
2023.11.14,52,"화성시, 빈대 확산 방지 위해 현장 점검반 운영…점검 강화 및 주기적인..."
2023.11.14,53,'빈대 잡아라' 사천시보건소 숙박시설·목욕탕 위생점검
2023.11.14,54,"화성시, 빈대 예방 및 대응을 위한 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,55,수원에서도 빈대 출몰 2건 확인...신고센터 운영
2023.11.14,56,"서울 2천여개 숙박업소, '빈대안심' 온라인 표기 동참"
2023.11.14,57,"전남도, 시설 1만7000개소 집중 점검 등 빈대 차단 '만전'"
2023.11.14,58,"전남도, 선제적 빈대 확산 차단 총력전···4주간 집중 점검"
2023.11.14,59,“침대 속 흡혈귀 빈대! 바로 알고 예방하세요”
2023.11.14,60,"포천시, 빈대 확산 대비 숙박업·목욕장업 특별 점검 실시"
2023.11.14,61,"화성시, '빈대 예방 및 대응' 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,62,"전남도, 빈대 확산 방지 선제 대응 나선다"
2023.11.14,63,"화성시, '빈대 예방 및 대응' 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,64,"""빈대 잡아라"" 전남도, 합동대책반 구성·22개 시군 보건소에 상담 전화..."
2023.11.14,65,"속초시, 빈대 제로를 위한 ‘빈대발생 신고센터’ 운영"
2023.11.14,66,"전남도, 선제 빈대 확산 차단 나서"
2023.11.14,67,"수원시에서도 빈대 발생 확인, '빈대 신고센터 운영'"
2023.11.14,68,"전남도, 선제적 빈대 확산 차단 나서"
2023.11.14,69,"수원시, '빈대 신고센터' 운영"
2023.11.14,70,"화성시,빈대 예방 대응 '현장점검반' 운영"
2023.11.14,71,"정명근 화성시장, 빈대색출 작전 실시"
2023.11.14,72,"""빈대 제로도시 사수""…속초시, 빈대발생 신고센터 운영"
2023.11.14,73,"수원시, '빈대 신고센터' 운영"
2023.11.14,74,"사천시보건소, 빈대 확산 방지…숙박시설 등 위생점검"
2023.11.14,75,화성시 ‘빈대 선제대응’ 2인 1조 현장점검…고시원·대학 등 대상
2023.11.14,76,티맵에 서울 빈대 안심 숙박시설 뜬다
2023.11.14,77,"""빈대 꼼짝 마""…속초시, 빈대 발생 신고센터 운영"
2023.11.14,78,"전남도, 선제적 빈대 확산 차단 '온 힘'"
2023.11.14,79,서울 온라인 숙박플랫폼에 ‘빈대 안심마크’ 표기
2023.11.14,80,"화성시, 빈대 예방 및 대응 현장점검반 구성"
2023.11.14,81,"이 마크 있으면 ‘빈대안심 구역’…서울시, 숙박시설에 인증 추진"
2023.11.14,82,"전남도, 선제적 빈대 확산 차단 대책 나서"
2023.11.14,83,"'빈대 퇴치' 화성시, 현장점검반 운영"
2023.11.14,84,"화성시, 빈대 확산 방지 현장점검반 구성 활동 강화"
2023.11.14,85,"수원시, 시민들 ‘빈대’ 불안감 최소화…‘빈대 신고센터’ 운영"
2023.11.14,86,빈대 신고 13건이라더니 실제는 300건...빈대 출몰한 고시원의 끔찍한 현...
2023.11.14,87,"수원시, '빈대 신고센터' 운영…신고시 전문 소독업체 현장출동"
2023.11.14,88,"옥천군 ""침대 속 흡혈귀 빈대, 바로 알면 예방할 수 있습니다"""
2023.11.14,89,"[단독] 인천 학교 1곳서 빈대 '발견', 시교육청 방제 강화"
2023.11.14,90,"전남도, 빈대 확산 선제적 차단 대책 발표"
2023.11.14,91,"전남도, '선제적 빈대 확산 차단' 나서"
2023.11.14,92,"[10분 뉴스정복] 이준석의 혐오정치, 류호정은 무슨 생각인가"
2023.11.14,93,"""홍콩, 빈대의 디즈니랜드""…공포확산에 살충제 판매 172배 급증"
2023.11.14,94,"화성시,빈대 예방 및 대응을 위한 현장점검반 구성"
2023.11.14,95,"속초시, 빈대발생신고센터 운영"
2023.11.14,96,"""홍콩, 빈대의 디즈니랜드""…공포 확산에 살충제 판매 172배 급증"
2023.11.14,97,"""빈대들의 디즈니랜드""…벌벌 떠는 나라"
2023.11.14,98,빈대 확산 속 취약계층에 무료 방역 실시
2023.11.14,99,"수원시, 4개구 보건소에 '빈대 신고센터' 운영"
2023.11.14,100,인천 서구 중학교 교실서 빈대 발견…방역 마쳐
2023.11.14,101,"포천시, 빈대 확산 대비 숙박업·목욕장업 특별 집중점검 실시"
2023.11.14,102,"전남도, 내달 8일까지 빈대 확산 집중 점검...'선제적 차단'"
2023.11.14,103,"전남도, 선제적 빈대확산 차단 나서"
2023.11.14,104,"화성시, 빈대 확산 방지 위한 현장점검반 운영"
2023.11.14,105,"전남도, 선제적 빈대 확산 차단 나서"
2023.11.14,106,[거창소식]밀폐공간 질식재해 예방교육 등
2023.11.14,107,"포천시, 빈대 확산 대비 숙박업 178곳·목욕장업 22곳 특별 점검"
2023.11.14,108,“빈대 때문에 숙박 걱정되시나요?” 서울시 2000개 업소 ‘안심 마크’
2023.11.14,109,"화성시, 빈대 예방·대응 현장점검반 운영"
2023.11.14,110,[수원시 소식] 4개구 보건소 '빈대 신고센터' 운영·'창업 생태계 활성화...
2023.11.14,111,"화성시, 빈대 예방 및 대응을 위한 현장점검반 운영"
2023.11.14,112,"'빈대' 확산세 조기 차단, 지자체 방역 신속 지원"
2023.11.14,113,"""홍콩, 빈대의 디즈니랜드"" 빈대 공포에 살충제 판매 172배 ↑"
2023.11.14,114,"수원 주택 2곳서 빈대 확인…시, '신고센터' 운영"
2023.11.14,115,"`빈대 천국` 홍콩…""물릴까 무서워"" 살충제 불티나게 팔렸다"
2023.11.14,116,"거창군, 빈대 확산 방지 집중 대응 기간 운영"
2023.11.14,117,"사천시보건소, 빈대와의 전쟁 선포"
2023.11.14,118,"수원 주택 2곳서 빈대 확인…시, '신고센터' 운영"
2023.11.14,119,"속초시, ‘빈대발생 신고센터’ 운영"
2023.11.14,120,"전라남도, 선제적 빈대 확산 차단 관리 나서"
2023.11.14,121,"비상…찜질방 이어 인천의 '중학교'마저 빈대 습격에 뚫렸다, 진짜 심각..."
2023.11.14,122,‘빈대 없음 인증’ 숙박시설에 안심마크 붙인다는 서울시
2023.11.14,123,경기 수원에서도 빈대 출몰…일반 주택 2곳에서 발견
2023.11.14,124,홍콩 ‘빈대 불안감’에 살충제 판매 급증
2023.11.14,125,"수원도 빈대 출몰…""주택 2곳서 성충 발견"""
2023.11.14,126,속초시 빈대 집중 점검 및 방제기간 운영
2023.11.14,127,"'빈대와의 전쟁'...수원시, 주택 2곳서 출몰 확인돼 소독 완료"
2023.11.14,128,"화성시, 빈대 예방 현장점검반 운영"
2023.11.14,129,"포천시, 숙박업소·목욕탕 대상 빈대 특별점검"
2023.11.14,130,"전남도, 숙박업소·기숙사 중심 선제적 빈대 확산 차단"
2023.11.14,131,"전남도, 빈대 확산 차단 대책 마련"
2023.11.14,132,거창군 특산물 맛과 정취 느끼다…군 ‘거창의 시골밥상’ 도록 발간 [...
2023.11.14,133,"포천시, 빈대 확산 대비 숙박업 등 특별 점검"
2023.11.14,134,"거창군, 빈대 출현 시 신고 당부"
2023.11.14,135,"화성시, 빈대 확산 방지 위한 현장점검반 운영… ""시민 불안 최소화 노..."
2023.11.14,136,"전남도, 선제적 빈대 확산 차단 나서"
2023.11.14,137,"수원 주택서도 '빈대' 발견, 보건소 신고센터 운영"
2023.11.14,138,"수원시, 해충 잡는 ‘빈대 신고센터’ 가동"
2023.11.14,139,학교도 뚫렸다…인천 중학교 교실서 빈대 발견
2023.11.14,140,수원 주택 2곳서 빈대 발견…소독 완료
2023.11.14,141,빈대 제로화 나선다…속초시 '빈대발생 신고센터' 운영
2023.11.14,142,"서울시, '빈대 제로' 관광 나선다...온라인 숙박예약플랫폼 '빈대 안심 ..."
2023.11.14,143,"""빈대와의 전쟁""…수원 주택에서도 2곳 발견"
2023.11.14,144,"빈대 확산 막아라!··· 수원시, 신고센터 본격 운영"
2023.11.14,145,"[포천소식] 시, 빈대 확산 대비 숙박업·목욕장업 특별 점검 등"
2023.11.14,146,서귀포시·㈜제주어우렁 위생상태 개선활동 추진
2023.11.14,147,"서울시, 빈대 없는 숙박시설에 '안심마크' 부착"
2023.11.14,148,"전남도, '빈대' 합동대책반 구성…4주간 집중점검"
2023.11.14,149,"경남도, 빈대 확산 차단을 위한 사회복지시설 점검 강화"
2023.11.14,150,빈대 극혐해서 절대로 물리기 싫었던 29살 청년 직장인이 만든 '빈대보...
2023.11.14,151,"전남도, 선제적 빈대 확산 차단 나서"
2023.11.14,152,"포천, 빈대 확산 대비 숙박-목욕장업 특별 점검"
2023.11.14,153,"수원, 4개 보건소서 ‘빈대 신고센터’ 운영"
2023.11.14,154,"수원시, 빈대 10건 중 8건이 오인 신고…2곳에서 빈대 확인"
2023.11.14,155,"'빈대 차단하라'…경남도, 사회복지시설 615개소 점검·사전방제"
2023.11.14,156,‘빈대 출현에 창원특례시 의창구청장 현장 점검’
2023.11.14,157,"수원시, 빈대 발생 2건 확인 ‘빈대 신고센터’ 운영 중"
2023.11.14,158,"화성시, 빈대 예방 및 대응을 위한 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,159,"""빈대, 보건교사가 퇴치하라고?"" 전교조 울산지부 반발"
2023.11.14,160,"""홍콩, 빈대에겐 디즈니랜드같은 곳""…살충제 품절 대란"
2023.11.14,161,"빈대 발생 신고 0건…포천시, 숙박업 특별 점검"
2023.11.14,162,"[속보]학교까지 퍼졌다…빈대, 인천 중학교 교실서 발견"
2023.11.14,163,"속초시, 빈대 제로를 위한'빈대발생 신고센터'운영"
2023.11.14,164,경기도에서도 빈대 5건 확인…대책본부 꾸려 집중 방제
2023.11.14,165,빈대 최고 서식지는 '따뜻한 침실'
2023.11.14,166,"경기도, 빈대 대책본부 운영…""집중방제 등 총력대응"""
2023.11.14,167,"경기도 내 빈대 5건 발생…도, 대책본부 구성 확산 차단 주력"
2023.11.14,168,"인천 서구 중학교 빈대 발견… 시교육청 ,방역 조치 완료"
2023.11.14,169,"속초시, 빈대 발생 신고센터 운영"
2023.11.14,170,"경기도, 빈대 대책본부 가동…내달 8일까지 숙박업소 등 취약시설 점검"
2023.11.14,171,"경기도, 빈대 대책본부 가동…내달 8일까지 숙박업소 등 취약시설 점검"
2023.11.14,172,"경기지역 빈대 5건 확인… 경기도, 대책본부 꾸려 집중 방제"
2023.11.14,173,"경기도 '빈대 대책본부' 가동...""발생 5건 확인, 상황 종료시까지 운영..."
2023.11.14,174,"""하루 3억 4천만원어치 팔려"" 홍콩서 너도나도 찾는 '이것'은"
2023.11.14,175,경기도 내 빈대 발생 5건 확인… 오병권 부지사 본부장 '대책본부' 구성
2023.11.14,176,"화성시, 빈대 불안감 해소대책 온힘"
2023.11.14,177,"경기도, 빈대 발생 5건 확인…집중 방제 등 총력 대응"
2023.11.14,178,"전남도, 빈대 확산 우려에 집중 차단 관리"
2023.11.14,179,잇따르는 빈대 출현 신고에 경기도 대책본부 구성…빈대 취약시설 집중...
2023.11.14,180,경기지역서도 빈대 발생 5건 신고... 대책본부 구성 방제 나서
2023.11.14,181,"전국은 지금 빈대와의 전쟁 중…지자체, 위생점검 강화 · 방역 소독 지..."
2023.11.14,182,"경기도에서 5건의 빈대 발생...경기도, '빈대 대책본부' 운영"
2023.11.14,183,"경기도, 빈대 대책본부 운영 집중 방제 등 총력 대응"
2023.11.14,184,"화성시,빈대 확산 방지 행정력 집중"
2023.11.14,185,"화성시, 빈대 예방 및 대응 위한 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,186,"경기도, 빈대 의심신고 53건 중 5건 확인"
2023.11.14,187,"서울시, 온라인 숙박 예약 플랫폼서 빈대 없는 숙박시설에 ‘안심 마크..."
2023.11.14,188,"경기도, 대책본부 운영·집중 방제 등 빈대 발생에 총력 대응"
2023.11.14,189,"경기도, 53건 신고 중 5건 빈대 확인…대책본부 구성"
2023.11.14,190,"서구 학교서 빈대 발견… 교육청, 집중 점검 (B tv 인천뉴스)"
2023.11.14,191,인천 찜질방 이어 학교서도 빈대 발견→사체로 확인…모기와 다른 점?
2023.11.14,192,"경기도 빈대 발생 5건...대책본부 ""집중 방제 예정"""
2023.11.14,193,"팬데믹 가니 빈대믹 …""집에오면 옷부터 뒤져봐요"""
2023.11.14,194,"[사천소식] '빈대 확산 막는다'…시 보건소, 특별 위생점검"
2023.11.14,195,"인천 사우나 이어 인천 중학교서 빈대 발견…학교, ""방제 강화"""
2023.11.14,196,전국 빈대 출몰에 비상… 광주·전남 ‘선제 방역’
2023.11.14,197,"경기도 빈대 발생, 5건 확인...당국, 대책본부 꾸려 총력 대응"
2023.11.14,198,'빈대 집중점검·방제 기간' 돌입…살충제 4개 제품 생산
2023.11.14,199,'빈대 5건 확인' 경기도 대책본부 구성…집중방제 등 총력대응
2023.11.14,200,'빈데믹' 현실화?…사우나 이어 중학교에서도 '빈대' 나왔다
2023.11.14,201,화성시 빈대 예방 위한 현장점검반 구성 및 홍보 활동 강화
2023.11.14,202,"지난 한 주간 전국서 빈대 신고 155건, 발생 확인 56건"
2023.11.14,203,"경기도, 빈대 대책본부 운영"
2023.11.14,204,"지난주 빈대 발생 56건, 대중교통시설은 없어…방역업체용 살충제 생산..."
2023.11.14,205,경기도 빈대 발생 5건 확인…대책본부 구성·집중 방제 나서
2023.11.14,206,지난주 빈대 전국서 56건 발견…KTX·지하철엔 출현 안 해
2023.11.14,207,"경기도, '빈대' 집중 방제 등 총력 대응…대책본부 가동"
2023.11.14,208,경기도에서 빈대 5건 확인...대책본부 꾸려 집중 방제
2023.11.14,209,"빈대, 가정집·고시원 출몰 잦아..대중교통 발생 사례는 없어"
2023.11.14,210,'빈대' 때문에 혼란스런 대전교육 현장… 교육청은 뒷짐만
2023.11.14,211,'끈질긴 빈대'…한 달간 방제에도 인천 중학교서 재차 발견
2023.11.14,212,지난주 빈대 발생 56건 '대중교통 無'…11만 취약시설 집중점검
2023.11.14,213,"경기도, 빈대 대책본부 운영···집중 방제 등 총력 대응"
2023.11.14,214,"옥천군, '침대 속 흡혈귀 빈대, 바로 알면 예방할 수 있습니다'"
2023.11.14,215,지난주 전국에서 빈대 발생 50여 건…취약시설 우선 점검
2023.11.14,216,"지난주 빈대 신고·발생 155건…정부 ""지하철·KTX 등 대중교통 발생사례..."
2023.11.14,217,"'아 빈대 질기네'… 인천 중학교, 한 달 넘게 방제 했는데 또 발견"
2023.11.14,218,"수원시, 주택 2곳에서 빈대 발견…소독 완료"
2023.11.14,219,전국 빈대 취약시설 11만곳 전수 점검…발견 즉시 신속 방제
2023.11.14,220,해외 빈대 유입 막는다…인천공항 입국수하물에 고온스팀 구제
2023.11.14,221,"화성시, 빈대 예방·대응 위한 현장점검반 가동…점검·홍보 강화"
2023.11.14,222,경기도에서도 빈대 5건 확인…대책본부 꾸려 '집중 방제'
2023.11.14,223,4주간 '빈대 집중점검·방제기간'…전국 취약시설 11만개소 점검
2023.11.14,224,빈대 출몰 없지만…상담전화·방제대책 운영부터 나선 전남
2023.11.14,225,"서울시내 2천여개 숙박업소, 빈대안심숙소 표기 서비스 동참...‘자율방..."
2023.11.14,226,수원 주택 2곳서 빈대 발견…市 ‘빈대 신고센터’ 운영
2023.11.14,227,수원지역 2곳서 '빈대' 확인... 출몰 주택지역 방역
2023.11.14,228,빈대는 죽지 않는다?…한 달 넘게 살충제 뿌린 인천 중학교서 또 발견
2023.11.14,229,전국 빈대 취약시설 11만곳 전수 점검…취약층 방제 22억 지원
2023.11.14,230,빈대 유입 막는다…인천공항 입국수하물에 고온스팀 구제
2023.11.14,231,"경기도, 빈대 대책본부 구성해 방제 총력"
2023.11.14,232,사천지역 농업인들 상복 터졌다...'제28회 농업인의 날' 대통령포상 수...
2023.11.14,233,빈대 확산 방지 정부합동대응회의 개최···특별교부세 22억원 지원
2023.11.14,234,"정부 지난주 빈대 확인 건수는 41건…""지하철·KTX선 발견 안 돼"""
2023.11.14,235,“생존력 정말 끈질기다”…한 달 방제에도 인천 중학교서 빈대 ‘또’
2023.11.14,236,"[카드뉴스] 수원시, '빈대 신고센터' 운영"
2023.11.14,237,“벌레에 민감한 체질”…빈대 출몰 장소·소식 모은 ‘빈대 지도’
2023.11.14,238,"'해외 빈대 유입 차단'··· 정부, 인천공항에 구제 서비스 시행"
2023.11.14,239,수원에서도 빈대 출몰...신고센터 운영 (B tv 수원뉴스)
2023.11.14,240,"경남도, 빈대 확산 차단 사회복지시설 점검 강화"
2023.11.14,241,"경남도, 빈대 확산 차단 사회복지시설 점검 강화"
2023.11.14,242,홍콩에도 빈대 공포 확산…빈대잡다 사람잡은 이집트 호텔
2023.11.14,243,"서귀포시, 방역취약계층 위생상태 개선활동 추진"
2023.11.14,244,빈대 출몰 공포…부산도 '초긴장'
2023.11.14,245,'해외 유입 빈대 잡아라' 인천공항 입국수하물에 고온스팀
2023.11.14,246,‘빈대’ 불안에 점검·소독 ‘안간힘’
2023.11.14,247,경기도 빈대 대책본부 구성...5건 확인
2023.11.14,248,"충북 옥천군, 군민불안 해소 위해 빈대 정보집 안내"
2023.11.14,249,"인천 중학교서 빈대 '또' 나왔다 ""방제 했는데..."""
2023.11.14,250,"학교도 뚫렸다…정부, 전국 모든 학교 빈대 조사키로"
2023.11.14,251,‘빈대 신고’ 전국 69곳 확인…안심 스티커 붙인다
2023.11.14,252,방제 작업 한 달 했는데…'잡을 테면 잡아봐' 또 나타난 빈대
2023.11.14,253,"경기도, 빈대 대책본부 운영...집중 방제 등 총력 대응"
2023.11.14,254,"경기도, 빈대 대책본부 운영 집중 방제 '총력 대응'"
2023.11.14,255,우리동네도 혹시?…'빈대 출몰지' 알려주는 사이트 나와
2023.11.14,256,"경기도, '빈대' 5건 발생 확인..대책본부 운영, 집중 방제 등 대응키로"
2023.11.14,257,"수원시, '빈대 신고센터' 운영…전문 소독업체 연계·현장조사 실시"
2023.11.14,258,"전남도, 빈대 확산 선제 차단 주력"
2023.11.14,259,"지난주 빈대 발생 56건…""KTX·지하철서 발견 안돼"""
2023.11.14,260,"""빈대 방역·소독까지 보건교사 업무인가"""
2023.11.14,261,도내 5곳 빈대 출몰에 팔 걷은 경기도
2023.11.14,262,빈대 의심 땐 수원 보건소에 신고
2023.11.14,263,"포천시, 빈대 확산 대비 위해 '숙박업·목욕장업' 특별점검"
2023.11.14,264,빈대믹 진원지는 우리집과 이곳…“좁은 것도 서러운데 해충까지”
2023.11.14,265,"화성시, 빈대 확산 방지 현장점검반 운영"
2023.11.14,266,‘빈대’ 불안에 점검·소독 ‘안간힘’
2023.11.14,267,"경기도, 빈대 신고 53건 중 5건에서 빈대 확인"
2023.11.14,268,지하철·KTX 빈대 아직… 4주의 집중점검·방제기간 시작
2023.11.14,269,빈대 확산 막아라…대중교통시설도 방역 총력전
2023.11.14,270,"사천시보건소, 빈대와의 전쟁 선포"
2023.11.14,271,"""한 달간 방제작업 했는데""…인천 중학교서 빈대 또 발견돼"
