날짜,번호,뉴스 제목
2023.11.13,153,"장흥군, 빈대 확산 대응 합동대책반 운영"
2023.11.13,154,[괴산소식] 아이 낳고 기르기 좋은 괴산만들기 범군민 협의회 출범 등
2023.11.13,155,인천 부평구 긴급 방역반·상황실 꾸려 빈대 확산 막는다
2023.11.13,156,"""빈대 확산 막는다""…경남도, 목욕장·숙박업소 위생점검"
2023.11.13,157,"여수시, 빈대 집중 점검 및 방제 기간 운영"
2023.11.13,158,"서울시, 어린이집 빈대 예방·관리 강화"
2023.11.13,159,인천시·교육청·기초단체 등 '빈대' 방제 분주
2023.11.13,160,“규조토ㆍ바퀴벌레 절대 안돼” 가짜 빈대 퇴치법 주의하세요 [이슈크...
2023.11.13,161,빈대 총력 대응 나선 마포구…30일까지 숙박·목욕업소 점검
2023.11.13,162,"인천광역시교육청, 빈대 집중점검 및 특별방제 기간 운영"
2023.11.13,163,"""어디서 나올지 몰라 괜히 찜찜"" 빈대포비아 확산에 '빈대맵' 등장"
2023.11.13,164,"인천시 부평구, 고시원등 빈대 긴급 방역"
2023.11.13,165,[기자수첩] 시민에게 붙은 빈대는 누구인가
2023.11.13,166,"여수시, 빈대 집중 방제 기간 운영"
2023.11.13,167,"인천시교육청, 내달 8일까지 빈대 집중점검·특별방제 실시"
2023.11.13,168,"英 호텔 사망, 긴급승인 '빈대 살충제' 안전할까 ""가정용 아냐, 스팀 다..."
2023.11.13,169,"LG 스타일러·삼성 에어드레서, 빈대 박멸에 쓸 수 있을까?"
2023.11.13,170,"英 호텔 사망, 긴급승인 '빈대 살충제' 안전할까 ""가정용 아냐, 스팀 다..."
2023.11.13,171,규조토? NO!…빈대 관련한 9가지 팩트체크
2023.11.13,172,"경남도, '빈대 확산 방지' 목욕장·숙박업소 위생점검"
2023.11.13,173,빈대 총력 퇴치···재난안전특별교부세 22억 지원
2023.11.13,174,"부평, 빈대 확산 방지 총력 대응에 나섰다"
2023.11.13,175,[경남도] “빈대 확산 막는다” 목욕장·숙박업소 위생점검 外
2023.11.13,176,"인천지역 공공기관 빈대 집중 점검 나서 …교육청, 부평구 등 상황실 운..."
2023.11.13,177,"여수시, 빈대 집중 점검·방제 기간 운영"
2023.11.13,178,"장흥군, 빈대 확산 대응 합동대책반 운영"
2023.11.13,179,"청양군, '빈대를 막아라!' 집중 방제 추진"
2023.11.13,180,"장흥군, 빈대 확산 대응 합동대책반 운영"
2023.11.13,181,"장흥군, 빈대 확산 대응 합동대책반 운영"
2023.11.13,182,"인천광역시교육청, 빈대 집중점검 및 특별방제 기간 운영···방제 대응..."
2023.11.13,183,"인천시교육청, 내달 8일까지 빈대 집중점검·특별방제 기간 운영"
2023.11.13,184,"빈대 포비아에 빠진 대한민국, 올바른 빈대 퇴치 방법은?"
2023.11.13,185,"정명근 화성시장,“‘빈 데 없이’ 촘촘히 빈대 방역 집중하겠다”"
2023.11.13,186,'돌아온 불청객' 빈대···크몽·코드포체인 '빈대 공포' 해결사 될까
2023.11.13,187,"장흥군, 빈대 확산 대응 합동대책반 운영"
2023.11.13,188,"여수시, 빈대 집중 점검 및 방제 기간 운영"
2023.11.13,189,[건강 돋보기] 우리 집에 '빈대'가?…피해 예방하려면
2023.11.13,190,'윙윙' 겨울 모기·빈대 잡으러 편의점행?… 대전·서울서 살충제 매출...
2023.11.13,191,"빈대 확산 막는다…경남도, 목욕장·숙박업소 위생점검"
2023.11.13,192,"[소셜] 정책ㅣ서울시, 전국 최초 온라인 빈대 신고센터 운영"
2023.11.13,193,11월 놓치면 아까운 정책모음.zip
2023.11.13,194,"여수시, 내달 8일까지 빈대 집중 점검·방제 기간 운영"
2023.11.13,195,청양군 '빈대를 막아라!' 집중 방제 추진
2023.11.13,196,"괴산군, 취약시설 빈대 특별 지도·점검"
2023.11.13,197,전국 비상 걸린 '빈대와의 전쟁'…방역 현장 따라가보니 [보니보니]
2023.11.13,198,"""빈대 잡아와서 뿌리겠다"" 빈대 유포설, '적발 시 강력 처벌'"
2023.11.13,199,곳곳에 모기·빈대주의보… 편의점 살충제 매출도 덩달아 '쑥’
2023.11.13,200,"부평구, 빈대 확산 방지 '총력 대응'"
2023.11.13,201,"""코로나 끝나니 빈대"" 공동시설 수난시대"
2023.11.13,202,"괴산군, 취약시설 빈대 특별 지도·점검 기간 운영"
2023.11.13,203,"""의사도 헷갈리는데 겁이나죠""…일상 덮친 빈대 공포"
2023.11.13,204,“살인 부르는 층간소음… 112 코드 신설 시급”
2023.11.13,205,"충북 괴산군, 취약시설 빈대 유입 선제적 차단"
2023.11.13,206,충남 청양군 '빈대를 막아라!' 집중 방제 추진
2023.11.13,207,'빈대 방지' 경남도 공중위생업소 집중점검
2023.11.13,208,"""한파주의보 내렸는데""…모기·빈대 증가에 편의점 살충제 매출 ↑"
2023.11.13,209,"[간추린 경남] 경남도, 겨울철 수도시설 동파·제설대책 추진 외"
2023.11.13,210,당진 주택서도 빈대 발견…충남 3곳으로 늘어
2023.11.13,211,빈대 퇴치 대책 제대로 세워라
2023.11.13,212,제주공항 빈대 방역
2023.11.13,213,[사설] 정부·지자체 잘 관리해야 '빈대믹' 안 온다
2023.11.13,214,학교 안 빈대 걱정 '뚝' 인천교육청 4주간 점검
2023.11.13,215,"경남도, '빈대 예방' 숙박업소·목욕장 위생점검"
2023.11.13,216,"안동시, 빈대 확산 방지 대응 강화"
2023.11.13,217,해외여행 '빈대주의보'… 투숙 전 '이곳'부터 확인하세요
2023.11.13,218,"[인터뷰] 조윤영 부산시보건의료기사회 회장 ""빈대 예방 위해 개인 위생..."
2023.11.13,219,장흥군 '빈대 확산 방지 합동대책반' 가동… 숙박업소 등 172곳 점검
2023.11.13,220,당진 주택서도 빈대 발견…충남 3곳으로 늘어
2023.11.13,221,"빈대 무서워 영화관 못 가?…""사례 없어, 우려 NO"" [엑's 이슈]"
2023.11.14,1,서울 어린이집 매일 빈대점검표 작성한다
2023.11.14,2,빈대신고 13건? 실제는 300건 이었다…고시원 현장 가보니
2023.11.14,3,"괴산군, 다중이용 시설 빈대 특별 점검 기간 운영"
2023.11.14,4,빈대 제로 서울…온라인 숙박예약플랫폼에 '안심마크' 표기
2023.11.14,5,서울 내 숙박업소 ‘빈대 안심 마크’ 표기…“안심 이용”
2023.11.14,6,견딜 수 없는 층간소음… 보복용 빈대 구매글도 등장 [뉴스+]
2023.11.14,7,"인천시교육청, '빈대 집중점검·특별방제 기간' 운영"
2023.11.14,8,초연결 사회에 빈대가 돌아오다
2023.11.14,9,[충청브리핑] ‘김포 서울’ 편입 논란 속 ‘충청권 메가시티’ 롤모델...
2023.11.14,10,"“몸을 기어다녀…” 새벽 서울 찜질방서 일어난 일, 정체가 소름 돋는..."
2023.11.14,11,빈대 출현 알리는 '빈대지도' 등장
2023.11.14,12,"인천시교육청, 빈대 집중점검·특별방제 기간 운영"
2023.11.14,13,"수원시에서도 빈대 출몰...市 ""의심신고 10건중 2건서 빈대 확인"""
2023.11.14,14,"양천구, 고시원 등 집중방역…'빈대확산방지 특별대책' 추진"
2023.11.14,15,"양천구, 고시원 등 집중방역…'빈대확산방지 특별대책' 추진"
2023.11.14,16,'수원 빈대 출현'…신고된 10건 중 2건서 확인
2023.11.14,17,수원에서도 빈대 출몰 2건 확인…신고센터 운영
2023.11.14,18,빈대가 뭐길래...전국 살충제 소비 80% 넘게 폭증 [앵커리포트]
2023.11.14,19,"코로나19에 놀란 가슴, 빈대에 또 한번 놀랐지만… ‘빈대 포비아’ 경..."
2023.11.14,20,"양천구, '빈대확산방지 특별대책' 추진…고시원 등 빈대취약시설 특별 ..."
2023.11.14,21,수원은 ‘빈대와 전쟁중’
2023.11.14,22,수원시에서도 빈대 확인...지난 13일 현재 2건
2023.11.14,23,수원에서도 빈대 출몰 2건 확인…신고센터 운영
2023.11.14,24,"[뉴스라이더] ""벌레 때문에 스트레스""...직접 '빈대 지도' 만든 직장인"
2023.11.14,25,"""빈대들에게 디즈니랜드 같은 곳"" 홍콩서도 '빈대 유행' 공포"
2023.11.14,26,"수원시, 빈대신고센터 운영… 의심 신고 10건 중 2건 빈대 확인"
2023.11.14,27,"수원시, '빈대 신고센터' 운영"
2023.11.14,28,"""빈대 신고하세요"" 수원시 의심신고 10건 중 2건서 빈대 확인"
2023.11.14,29,"'빈대와의 전쟁 선포' 사천시보건소, 숙박시설·목욕탕 특별 점검"
2023.11.14,30,수원시 4개 구 보건소 ‘빈대 신고센터’ 운영
2023.11.14,31,"수원서도 빈대 2건 발생 확인… ""의심되면 즉시 신고"""
2023.11.14,32,"사라지지 않는 '빈대 공포'..누보, '이미다클로프리드' 살충제 주목"
2023.11.14,33,"""의뢰받은 곳 100% 다 빈대""…방역 업체가 공개한 사진 보니"
2023.11.14,34,"수원에도 빈대 퍼졌다…가정집 2곳서 발견 ""소독 완료"""
2023.11.14,35,"양천구, 고시원 등 집중방역…'빈대확산방지 특별대책' 추진"
2023.11.14,36,"포천시, 빈대 확산 대비 숙박업·목욕장업 특별 점검 나서"
2023.11.14,37,수원시 '빈대 신고센터' 운영…소독업체 연계·현장 조사
2023.11.14,38,"양천구, '빈대확산방지 특별대책' 추진"
2023.11.14,39,"""홍콩은 빈대들의 놀이동산""…살충제 판매량 172배 증가"
2023.11.14,40,"""빈대 출몰지 다 모았다""…벌레 민감 29세 직장男이 만든 '빈대 지도'"
2023.11.14,41,"[포토타임]사격하는 아파치 헬기, 한·미 합동 훈련"
2023.11.14,42,"화성시, 빈대 확산 방지 위한 현장점검반 운영"
2023.11.14,43,"‘빈대와의 전쟁’ 광주 서구, 선제적 총력 대응 눈길"
2023.11.14,44,"화성시, 빈대 예방·대응 위한 현장점검반 운영"
2023.11.14,45,"수원시, 4개 보건소에 ‘빈대 신고센터’ 설치"
2023.11.14,46,"사천시보건소, 빈대와의 전쟁 선포"
2023.11.14,47,"화성시, 빈대 확산 방지 위해 현장 점검반 운영…점검 강화 및 주기적인..."
2023.11.14,48,"수원시, ‘빈대 신고센터’ 운영으로 ‘빈대 제로’ 도전"
2023.11.14,49,'빈대 잡아라' 사천시보건소 숙박시설·목욕탕 위생점검
2023.11.14,50,수원에서도 빈대 출몰 2건 확인...신고센터 운영
2023.11.14,51,수원에서도 빈대 출몰 2건 확인...신고센터 운영
2023.11.14,52,"서울 2천여개 숙박업소, '빈대안심' 온라인 표기 동참"
2023.11.14,53,“빈대들의 디즈니랜드라니”…‘빈대믹’ 공포에 퇴치제 판매 난리난...
2023.11.14,54,전남 빈대 피해신고 0건…그래도 차단방역 나선다
2023.11.14,55,"양천구, 고시원 등 집중방역…‘빈대확산방지 특별대책’"
2023.11.14,56,"포천시, 빈대 확산 대비 숙박업·목욕장업 특별 점검 실시"
2023.11.14,57,"화성시, '빈대 예방 및 대응' 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,58,"화성시, '빈대 예방 및 대응' 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,59,"속초시, 빈대 제로를 위한 ‘빈대발생 신고센터’ 운영"
2023.11.14,60,"""홍콩, 빈대들의 디즈니랜드""…살충제 판매량 172배 증가"
2023.11.14,61,"수원시에서도 빈대 발생 확인, '빈대 신고센터 운영'"
2023.11.14,62,"수원시, '빈대 신고센터' 운영"
2023.11.14,63,"화성시,빈대 예방 대응 '현장점검반' 운영"
2023.11.14,64,"""빈대 제로도시 사수""…속초시, 빈대발생 신고센터 운영"
2023.11.14,65,"정명근 화성시장, 빈대색출 작전 실시"
2023.11.14,66,"""빈대 없는 부산도시철도, 객실 좌석 안심하고 이용하세요"""
2023.11.14,67,"수원시, '빈대 신고센터' 운영"
2023.11.14,68,‘빈데믹’ 전국 확산 우려...질병청 제시한 해법은
2023.11.14,69,"사천시보건소, 빈대 확산 방지…숙박시설 등 위생점검"
2023.11.14,70,화성시 ‘빈대 선제대응’ 2인 1조 현장점검…고시원·대학 등 대상
2023.11.14,71,"""빈대 꼼짝 마""…속초시, 빈대 발생 신고센터 운영"
2023.11.14,72,"화성시, 빈대 예방 및 대응 현장점검반 구성"
2023.11.14,73,"경기 포천시, 빈대 확산 대비 특별 점검 실시"
2023.11.14,74,"'빈대 퇴치' 화성시, 현장점검반 운영"
2023.11.14,75,"화성시, 빈대 확산 방지 현장점검반 구성 활동 강화"
2023.11.14,76,"수원시, 시민들 ‘빈대’ 불안감 최소화…‘빈대 신고센터’ 운영"
2023.11.14,77,빈대 신고 13건이라더니 실제는 300건...빈대 출몰한 고시원의 끔찍한 현...
2023.11.14,78,"수원시, '빈대 신고센터' 운영…신고시 전문 소독업체 현장출동"
2023.11.14,79,"[단독] 인천 학교 1곳서 빈대 '발견', 시교육청 방제 강화"
2023.11.14,80,"전남도, 선제적 빈대 확산 차단…한 달간 집중점검"
2023.11.14,81,"양천구, 고시원 등 집중방역…‘빈대확산방지 특별대책’ 추진"
2023.11.14,82,"""빈대 꼼짝마""…부산교통공사, 단계별 예방 시스템 운영"
2023.11.14,83,"화성시,빈대 예방 및 대응을 위한 현장점검반 구성"
2023.11.14,84,"속초시, 빈대발생신고센터 운영"
2023.11.14,85,"“빈대 없는 부산도시철도, 객실 좌석 안심하고 이용하세요!”"
2023.11.14,86,"""빈대 삽니다, 층간소음 윗집에 풀어 혼쭐 내려고요"""
2023.11.14,87,빈대 확산 속 취약계층에 무료 방역 실시
2023.11.14,88,"수원시, 4개구 보건소에 '빈대 신고센터' 운영"
2023.11.14,89,인천 서구 중학교 교실서 빈대 발견…방역 마쳐
2023.11.14,90,"포천시, 빈대 확산 대비 숙박업·목욕장업 특별 집중점검 실시"
2023.11.14,91,"부산교통공사, ""빈대 없는 전동차, 안심하고 타세요"""
2023.11.14,92,"화성시, 빈대 확산 방지 위한 현장점검반 운영"
2023.11.14,93,[거창소식]밀폐공간 질식재해 예방교육 등
2023.11.14,94,"포천시, 빈대 확산 대비 숙박업 178곳·목욕장업 22곳 특별 점검"
2023.11.14,95,“빈대 때문에 숙박 걱정되시나요?” 서울시 2000개 업소 ‘안심 마크’
2023.11.14,96,"""인천 중학교서 빈대 나와"" 학생들 불안…시교육청 ""방역 마쳤다"""
2023.11.14,97,"화성시, 빈대 예방·대응 현장점검반 운영"
2023.11.14,98,[수원시 소식] 4개구 보건소 '빈대 신고센터' 운영·'창업 생태계 활성화...
2023.11.14,99,"화성시, 빈대 예방 및 대응을 위한 현장점검반 운영"
2023.11.14,100,"'빈대' 확산세 조기 차단, 지자체 방역 신속 지원"
2023.11.14,101,"수원 주택 2곳서 빈대 확인…시, '신고센터' 운영"
2023.11.14,102,인천 서구의 한 중학교서 빈대 발견‥방역 조치 강화
2023.11.14,103,"거창군, 빈대 확산 방지 집중 대응 기간 운영"
2023.11.14,104,"사천시보건소, 빈대와의 전쟁 선포"
2023.11.14,105,"속초시, ‘빈대발생 신고센터’ 운영"
2023.11.14,106,"수원 주택 2곳서 빈대 확인…시, '신고센터' 운영"
2023.11.14,107,"비상…찜질방 이어 인천의 '중학교'마저 빈대 습격에 뚫렸다, 진짜 심각..."
2023.11.14,108,경기 수원에서도 빈대 출몰…일반 주택 2곳에서 발견
2023.11.14,109,[14일 울진군] 한화리조트 백암온천 지속 운영 건의 등
2023.11.14,110,"수원도 빈대 출몰…""주택 2곳서 성충 발견"""
2023.11.14,111,"'빈대 방지' 나선 양천구, 고시원 등 집중 방역"
2023.11.14,112,속초시 빈대 집중 점검 및 방제기간 운영
2023.11.14,113,양천구 고시원 등 집중 방역… ‘빈대확산 방지 특별대책’ 추진
2023.11.14,114,"'빈대와의 전쟁'...수원시, 주택 2곳서 출몰 확인돼 소독 완료"
2023.11.14,115,"부산도시철도, ""빈대 없는 객실 좌석 안심하고 이용하세요!"""
2023.11.14,116,"화성시, 빈대 예방 현장점검반 운영"
2023.11.14,117,"포천시, 숙박업소·목욕탕 대상 빈대 특별점검"
2023.11.14,118,"울진군, 빈대 확산 방지 공중위생업소 특별 점검"
2023.11.14,119,"부산교통공사, 빈대 예방 '단계별 예방 시스템' 운영"
2023.11.14,120,거창군 특산물 맛과 정취 느끼다…군 ‘거창의 시골밥상’ 도록 발간 [...
2023.11.14,121,"거창군, 빈대 출현 시 신고 당부"
2023.11.14,122,"화성시, 빈대 확산 방지 위한 현장점검반 운영… ""시민 불안 최소화 노..."
2023.11.14,123,"수원 주택서도 '빈대' 발견, 보건소 신고센터 운영"
2023.11.14,124,"수원시, 해충 잡는 ‘빈대 신고센터’ 가동"
2023.11.14,125,학교도 뚫렸다…인천 중학교 교실서 빈대 발견
2023.11.14,126,수원 주택 2곳서 빈대 발견…소독 완료
2023.11.14,127,"서울시, '빈대 제로' 관광 나선다...온라인 숙박예약플랫폼 '빈대 안심 ..."
2023.11.14,128,빈대 제로화 나선다…속초시 '빈대발생 신고센터' 운영
2023.11.14,129,"""빈대와의 전쟁""…수원 주택에서도 2곳 발견"
2023.11.14,130,"양천구, 빈대 취약시설 158곳 위생점검·방역"
2023.11.14,131,"빈대 확산 막아라!··· 수원시, 신고센터 본격 운영"
2023.11.14,132,서귀포시·㈜제주어우렁 위생상태 개선활동 추진
2023.11.14,133,"경남도, 빈대 확산 차단을 위한 사회복지시설 점검 강화"
2023.11.14,134,빈대 극혐해서 절대로 물리기 싫었던 29살 청년 직장인이 만든 '빈대보...
2023.11.14,135,"포천, 빈대 확산 대비 숙박-목욕장업 특별 점검"
2023.11.14,136,"수원, 4개 보건소서 ‘빈대 신고센터’ 운영"
2023.11.14,137,"수원시, 빈대 10건 중 8건이 오인 신고…2곳에서 빈대 확인"
2023.11.14,138,"수원시, 빈대 발생 2건 확인 ‘빈대 신고센터’ 운영 중"
2023.11.14,139,"화성시, 빈대 예방 및 대응을 위한 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,140,"[속보]학교까지 퍼졌다…빈대, 인천 중학교 교실서 발견"
2023.11.14,141,"울진, 공중위생업소 143곳 특별 위생점검"
2023.11.14,142,"[속보]학교까지 퍼졌다…빈대, 인천 중학교 교실서 발견"
2023.11.14,143,"속초시, 빈대 제로를 위한'빈대발생 신고센터'운영"
2023.11.14,144,경기도에서도 빈대 5건 확인…대책본부 꾸려 집중 방제
2023.11.14,145,"경기도, 빈대 대책본부 운영…""집중방제 등 총력대응"""
2023.11.14,146,[뉴블더] '쿵쿵' 소리에 결국…참극을 부른 층간소음
2023.11.14,147,"경기도 내 빈대 5건 발생…도, 대책본부 구성 확산 차단 주력"
2023.11.14,148,"인천 서구 중학교에서 빈대 발견…""인근 학교까지 방역 조치 강화"""
2023.11.14,149,"인천 서구 중학교 빈대 발견… 시교육청 ,방역 조치 완료"
2023.11.14,150,"속초시, 빈대 발생 신고센터 운영"
2023.11.14,151,"인천 중학교서 빈대 사체 발견...교육청 ""방역 조치 강화"""
2023.11.14,152,"경기도, 빈대 대책본부 가동…내달 8일까지 숙박업소 등 취약시설 점검"
2023.11.14,153,'빈대 잡는 경기 지자체'…박멸 총력
2023.11.14,154,"경기지역 빈대 5건 확인… 경기도, 대책본부 꾸려 집중 방제"
2023.11.14,155,"경기도 '빈대 대책본부' 가동...""발생 5건 확인, 상황 종료시까지 운영..."
2023.11.14,156,경기도 내 빈대 발생 5건 확인… 오병권 부지사 본부장 '대책본부' 구성
2023.11.14,157,"화성시, 빈대 불안감 해소대책 온힘"
2023.11.14,158,"경기도, 빈대 발생 5건 확인…집중 방제 등 총력 대응"
2023.11.14,159,잇따르는 빈대 출현 신고에 경기도 대책본부 구성…빈대 취약시설 집중...
2023.11.14,160,경기지역서도 빈대 발생 5건 신고... 대책본부 구성 방제 나서
2023.11.14,161,빈대 없는 부산도시철도…“좌석 안심하고 이용하세요”
2023.11.14,162,"전국은 지금 빈대와의 전쟁 중…지자체, 위생점검 강화 · 방역 소독 지..."
2023.11.14,163,"경기도에서 5건의 빈대 발생...경기도, '빈대 대책본부' 운영"
2023.11.14,164,"인천 서구 중학교 교실서 빈대 발견… 시 교육청 ""과도한 불안 불필요"""
2023.11.14,165,"경기도, 빈대 대책본부 운영 집중 방제 등 총력 대응"
2023.11.14,166,"""대구시, 빈대 출몰 거의 한 달 만에 숙박업소 방역은 문제"""
2023.11.14,167,"화성시,빈대 확산 방지 행정력 집중"
2023.11.14,168,학교도 빈대 사체 나왔다…인천 서구 중학교 교실서 발견
2023.11.14,169,"화성시, 빈대 예방 및 대응 위한 현장점검반 구성 및 홍보 활동 강화"
2023.11.14,170,"경기도, 빈대 의심신고 53건 중 5건 확인"
2023.11.14,171,"경기도, 대책본부 운영·집중 방제 등 빈대 발생에 총력 대응"
2023.11.14,172,"경기도, 53건 신고 중 5건 빈대 확인…대책본부 구성"
2023.11.14,173,"서구 학교서 빈대 발견… 교육청, 집중 점검 (B tv 인천뉴스)"
2023.11.14,174,인천 찜질방 이어 학교서도 빈대 발견→사체로 확인…모기와 다른 점?
2023.11.14,175,"경기도 빈대 발생 5건...대책본부 ""집중 방제 예정"""
2023.11.14,176,"팬데믹 가니 빈대믹 …""집에오면 옷부터 뒤져봐요"""
2023.11.14,177,"[사천소식] '빈대 확산 막는다'…시 보건소, 특별 위생점검"
2023.11.14,178,"부산도시철도, 단계별 '빈대 예방' 시스템 마련해 운영"
2023.11.14,179,"인천 사우나 이어 인천 중학교서 빈대 발견…학교, ""방제 강화"""
2023.11.14,180,전국 빈대 출몰에 비상… 광주·전남 ‘선제 방역’
2023.11.14,181,"경기도 빈대 발생, 5건 확인...당국, 대책본부 꾸려 총력 대응"
2023.11.14,182,'빈대 집중점검·방제 기간' 돌입…살충제 4개 제품 생산
2023.11.14,183,'빈데믹' 현실화?…사우나 이어 중학교에서도 '빈대' 나왔다
2023.11.14,184,'빈대 5건 확인' 경기도 대책본부 구성…집중방제 등 총력대응
2023.11.14,185,화성시 빈대 예방 위한 현장점검반 구성 및 홍보 활동 강화
2023.11.14,186,"지난 한 주간 전국서 빈대 신고 155건, 발생 확인 56건"
2023.11.14,187,"경기도, 빈대 대책본부 운영"
2023.11.14,188,"지난주 빈대 발생 56건, 대중교통시설은 없어…방역업체용 살충제 생산..."
2023.11.14,189,경기도 빈대 발생 5건 확인…대책본부 구성·집중 방제 나서
2023.11.14,190,"경기도, '빈대' 확산방지 총력 대응...대책본부 마련하고 집중방제 나서"
2023.11.14,191,지난주 빈대 전국서 56건 발견…KTX·지하철엔 출현 안 해
2023.11.14,192,"경기도, 빈대 대책본부 운영…집중 방제 등 총력 대응"
2023.11.14,193,"경기도, '빈대' 집중 방제 등 총력 대응…대책본부 가동"
2023.11.14,194,경기도에서 빈대 5건 확인...대책본부 꾸려 집중 방제
2023.11.14,195,"빈대, 가정집·고시원 출몰 잦아..대중교통 발생 사례는 없어"
2023.11.14,196,"울진군, 공중위생업소 143개소 '빈대 퇴치' 합동점검"
2023.11.14,197,'끈질긴 빈대'…한 달간 방제에도 인천 중학교서 재차 발견
2023.11.14,198,지난주 빈대 발생 56건 '대중교통 無'…11만 취약시설 집중점검
2023.11.14,199,"경기도, 빈대 대책본부 운영···집중 방제 등 총력 대응"
2023.11.14,200,지난주 전국에서 빈대 발생 50여 건…취약시설 우선 점검
2023.11.14,201,"지난주 빈대 신고·발생 155건…정부 ""지하철·KTX 등 대중교통 발생사례..."
2023.11.14,202,"'아 빈대 질기네'… 인천 중학교, 한 달 넘게 방제 했는데 또 발견"
2023.11.14,203,인천 중학교 교실에도 '빈대'... 한달 전 사체 발견
2023.11.14,204,"경기도, 빈대 대책본부 운영·집중 방제 등 총력 대응"
2023.11.14,205,"수원시, 주택 2곳에서 빈대 발견…소독 완료"
2023.11.14,206,전국 빈대 취약시설 11만곳 전수 점검…발견 즉시 신속 방제
2023.11.14,207,해외 빈대 유입 막는다…인천공항 입국수하물에 고온스팀 구제
2023.11.14,208,"화성시, 빈대 예방·대응 위한 현장점검반 가동…점검·홍보 강화"
2023.11.14,209,경기도에서도 빈대 5건 확인…대책본부 꾸려 '집중 방제'
2023.11.14,210,4주간 '빈대 집중점검·방제기간'…전국 취약시설 11만개소 점검
2023.11.14,211,"서울시내 2천여개 숙박업소, 빈대안심숙소 표기 서비스 동참...‘자율방..."
2023.11.14,212,수원 주택 2곳서 빈대 발견…市 ‘빈대 신고센터’ 운영
2023.11.14,213,[사설] 강력범죄로 비화하는 층간소음 갈등
2023.11.14,214,수원지역 2곳서 '빈대' 확인... 출몰 주택지역 방역
2023.11.14,215,빈대는 죽지 않는다?…한 달 넘게 살충제 뿌린 인천 중학교서 또 발견
2023.11.14,216,전국 빈대 취약시설 11만곳 전수 점검…취약층 방제 22억 지원
2023.11.14,217,빈대 유입 막는다…인천공항 입국수하물에 고온스팀 구제
2023.11.14,218,"경기도, 빈대 대책본부 구성해 방제 총력"
2023.11.14,219,사천지역 농업인들 상복 터졌다...'제28회 농업인의 날' 대통령포상 수...
2023.11.14,220,‘또 나타났다’…방제 작업 한 달만에 인천 중학교서 빈대 발견돼
2023.11.14,221,빈대 확산 방지 정부합동대응회의 개최···특별교부세 22억원 지원
2023.11.14,222,"정부 지난주 빈대 확인 건수는 41건…""지하철·KTX선 발견 안 돼"""
2023.11.14,223,“생존력 정말 끈질기다”…한 달 방제에도 인천 중학교서 빈대 ‘또’
2023.11.14,224,"속초시, 빈대 발생 전담 신고센터 운영"
2023.11.14,225,"[카드뉴스] 수원시, '빈대 신고센터' 운영"
2023.11.14,226,“벌레에 민감한 체질”…빈대 출몰 장소·소식 모은 ‘빈대 지도’
2023.11.14,227,빈대
2023.11.14,228,"'해외 빈대 유입 차단'··· 정부, 인천공항에 구제 서비스 시행"
2023.11.14,229,수원에서도 빈대 출몰...신고센터 운영 (B tv 수원뉴스)
2023.11.14,230,"""빈대 OUT"" 부산교통공사 예방시스템 갖춘다"
2023.11.14,231,사천시 '빈대'와의 전쟁 선포
2023.11.14,232,"경남도, 빈대 확산 차단 사회복지시설 점검 강화"
2023.11.14,233,"서귀포시, 방역취약계층 위생상태 개선활동 추진"
2023.11.14,234,"양천구, 고시원 등 빈대 집중방역"
2023.11.14,235,빈대 출몰 공포…부산도 '초긴장'
2023.11.14,236,‘빈대’ 불안에 점검·소독 ‘안간힘’
2023.11.14,237,[여기는 전남] 벼논 물떼기 방식 변경…온실가스 감축 효과 커
2023.11.14,238,경기도 빈대 대책본부 구성...5건 확인
2023.11.14,239,"인천 중학교서 빈대 '또' 나왔다 ""방제 했는데..."""
2023.11.14,240,"학교도 뚫렸다…정부, 전국 모든 학교 빈대 조사키로"
2023.11.14,241,‘빈대 신고’ 전국 69곳 확인…안심 스티커 붙인다
2023.11.14,242,방제 작업 한 달 했는데…'잡을 테면 잡아봐' 또 나타난 빈대
2023.11.14,243,"""빈대 너무 싫어요""…출몰장소·횟수 집계 '빈대 맵' 만든 20대 직장인"
2023.11.14,244,"경기도, 빈대 대책본부 운영...집중 방제 등 총력 대응"
2023.11.14,245,"경기도, 빈대 대책본부 구성…방제 대응"
2023.11.14,246,"경기도, 빈대 대책본부 운영 집중 방제 '총력 대응'"
2023.11.14,247,우리동네도 혹시?…'빈대 출몰지' 알려주는 사이트 나와
2023.11.14,248,"울진군, 빈대 확산 방지 위한 공중위생업소 특별 위생 점검"
2023.11.14,249,"경기도, '빈대' 5건 발생 확인..대책본부 운영, 집중 방제 등 대응키로"
2023.11.14,250,"울진, 빈대확산 방지 공중위생업소 합동점검"
2023.11.14,251,"수원시, '빈대 신고센터' 운영…전문 소독업체 연계·현장조사 실시"
2023.11.14,252,"지난주 빈대 발생 56건…""KTX·지하철서 발견 안돼"""
2023.11.14,253,빈대 확산 방지 논의...제주는 신고 '0'
2023.11.14,254,'빈대 확산 우려' 시군 보건소 상담전화 운영
2023.11.14,255,도내 5곳 빈대 출몰에 팔 걷은 경기도
2023.11.14,256,빈대 의심 땐 수원 보건소에 신고
